date,ticker,open,high,low,close,volume,daily_return,log_return,year,month,quarter,day_of_week
2022-03-14,AAPL,195.74,199.42,195.48,197.32,72756409,0.005400998675226809,0.005386465587190027,2022,3,1,Monday
2022-03-15,AAPL,196.19,201.77,196.89,199.54,65801181,0.011250760186499065,0.011187941119823566,2022,3,1,Tuesday
2022-03-16,AAPL,200.83,195.65,193.54,194.74,85493402,-0.024055327252681113,-0.024349381934750877,2022,3,1,Wednesday
2022-03-17,AAPL,195.8,197.56,190.09,193.78,90069228,-0.004929649789462864,-0.004941840593752081,2022,3,1,Thursday
2022-03-18,AAPL,194.31,196.22,188.6,192.32,88142216,-0.0075343172670038205,-0.007562843610015309,2022,3,1,Friday
2022-03-21,AAPL,194.25,193.74,187.1,190.32,72761660,-0.010399334442595665,-0.010453785352140513,2022,3,1,Monday
2022-03-22,AAPL,190.14,190.37,188.4,189.52,57485922,-0.0042034468263975056,-0.0042123061441720734,2022,3,1,Tuesday
2022-03-23,AAPL,192.45,195.58,193.35,194.49,97687788,0.02622414520894889,0.025886188004483935,2022,3,1,Wednesday
2022-03-24,AAPL,194.26,193.85,188.68,191.73,80300894,-0.014190960974857392,-0.014292615524713967,2022,3,1,Thursday
2022-03-25,AAPL,191.98,195.63,193.79,195.0,104431765,0.017055233922703916,0.016911426233446818,2022,3,1,Friday
2022-03-28,AAPL,194.61,193.89,186.19,189.59,101397587,-0.027743589743589703,-0.028135712749799768,2022,3,1,Monday
2022-03-29,AAPL,189.95,190.17,186.66,188.6,52221694,-0.005221794398438839,-0.005235475614589977,2022,3,1,Tuesday
2022-03-30,AAPL,189.4,191.19,186.79,189.2,52026852,0.0031813361611876534,0.003176286418420737,2022,3,1,Wednesday
2022-03-31,AAPL,189.09,194.99,187.6,191.19,63775201,0.010517970401691334,0.010463041376534546,2022,3,1,Thursday
2022-04-01,AAPL,192.92,195.25,191.09,193.6,58273474,0.012605261781473809,0.01252647684816408,2022,4,2,Friday
2022-04-04,AAPL,193.84,197.34,195.13,196.32,100343787,0.014049586776859524,0.013951806120124685,2022,4,2,Monday
2022-04-05,AAPL,196.59,196.96,193.46,195.25,88891767,-0.005450285248573716,-0.005465192242805919,2022,4,2,Tuesday
2022-04-06,AAPL,194.34,196.32,191.47,193.8,111250212,-0.007426376440460847,-0.007454089263129388,2022,4,2,Wednesday
2022-04-07,AAPL,194.22,199.03,194.91,196.74,90104731,0.015170278637770984,0.015056360627946113,2022,4,2,Thursday
2022-04-08,AAPL,196.61,197.99,193.72,196.19,85167636,-0.0027955677543967106,-0.002799482651874489,2022,4,2,Friday
2022-04-11,AAPL,195.58,196.21,190.08,192.07,114657058,-0.021000050970997552,-0.021223688515976905,2022,4,2,Monday
2022-04-12,AAPL,191.3,190.95,186.71,188.48,92106437,-0.018691102202322063,-0.018867988453538695,2022,4,2,Tuesday
2022-04-13,AAPL,191.05,187.25,184.3,185.64,81651233,-0.015067911714770843,-0.015182586090246867,2022,4,2,Wednesday
2022-04-14,AAPL,185.39,188.63,185.49,187.3,124731389,0.00894203835380325,0.008902295077067954,2022,4,2,Thursday
2022-04-15,AAPL,185.91,188.96,185.88,187.84,82812655,0.0028830752802988524,0.0028789271896886653,2022,4,2,Friday
2022-04-18,AAPL,187.17,191.61,188.82,190.15,73019348,0.012297700170357695,0.012222697734536981,2022,4,2,Monday
2022-04-19,AAPL,190.1,189.87,187.52,188.86,62220196,-0.006784117801735379,-0.006807234539345442,2022,4,2,Tuesday
2022-04-20,AAPL,189.38,192.15,186.42,189.45,98783864,0.0031240072011011755,0.00311913762968651,2022,4,2,Wednesday
2022-04-21,AAPL,189.99,193.55,189.76,191.56,115947997,0.011137503299023521,0.01107593800979884,2022,4,2,Thursday
2022-04-22,AAPL,192.23,192.85,187.42,190.64,78795068,-0.004802672791814677,-0.004814242683922034,2022,4,2,Friday
2022-04-25,AAPL,190.02,193.95,190.68,192.22,118439386,0.008287872429710408,0.008253716604651571,2022,4,2,Monday
2022-04-26,AAPL,192.55,191.57,189.44,190.15,44301658,-0.010768910623244143,-0.010827315020869576,2022,4,2,Tuesday
2022-04-27,AAPL,189.3,192.17,186.92,189.07,78680128,-0.0056797265316855805,-0.0056959175144312224,2022,4,2,Wednesday
2022-04-28,AAPL,188.47,190.7,184.95,187.93,79043486,-0.006029512878827914,-0.006047763791328004,2022,4,2,Thursday
2022-04-29,AAPL,187.05,186.1,182.36,184.23,64323711,-0.019688181769808022,-0.019884576059092045,2022,4,2,Friday
2022-05-02,AAPL,183.11,187.14,184.39,185.84,163560826,0.008739076154806513,0.00870111145273618,2022,5,2,Monday
2022-05-03,AAPL,186.85,185.91,183.63,184.45,78427046,-0.007479552303056525,-0.007507664419469197,2022,5,2,Tuesday
2022-05-04,AAPL,185.1,187.1,182.41,184.57,70789267,0.0006505828137706171,0.0006503712765151931,2022,5,2,Wednesday
2022-05-05,AAPL,185.49,188.45,184.69,186.17,80625523,0.008668797746112622,0.00863143946460576,2022,5,2,Thursday
2022-05-06,AAPL,186.21,188.85,185.99,187.67,43867885,0.008057152065316542,0.008024866519375522,2022,5,2,Friday
2022-05-09,AAPL,188.42,190.53,188.74,189.89,63692464,0.011829274790856381,0.011759855834144278,2022,5,2,Monday
2022-05-10,AAPL,188.19,191.22,187.54,189.66,107447099,-0.001211227552793681,-0.0012119616817440188,2022,5,2,Tuesday
2022-05-11,AAPL,190.5,191.5,185.05,188.39,66243876,-0.006696193187809785,-0.006718713278298382,2022,5,2,Wednesday
2022-05-12,AAPL,188.56,190.59,186.15,188.22,62387447,-0.000902383353681091,-0.0009027907466411138,2022,5,2,Thursday
2022-05-13,AAPL,188.82,185.04,181.12,182.97,118496606,-0.0278928912974179,-0.028289286454167117,2022,5,2,Friday
2022-05-16,AAPL,183.33,179.53,177.3,178.61,119594033,-0.02382904301251565,-0.024117547060082394,2022,5,2,Monday
2022-05-17,AAPL,177.71,176.32,173.17,174.71,93421711,-0.021835283578746978,-0.022077201430039006,2022,5,2,Tuesday
2022-05-18,AAPL,173.38,173.68,170.45,171.85,69790048,-0.01636998454581884,-0.016505453190510336,2022,5,2,Wednesday
2022-05-19,AAPL,171.23,175.03,170.93,173.1,74454285,0.007273785277858602,0.007247458886320683,2022,5,2,Thursday
2022-05-20,AAPL,173.6,173.66,168.85,170.53,62851930,-0.014846909300982092,-0.014958227857340673,2022,5,2,Friday
2022-05-23,AAPL,171.13,172.57,167.61,169.52,59358462,-0.005922711546355375,-0.00594032036477916,2022,5,2,Monday
2022-05-24,AAPL,168.33,176.35,171.18,173.38,58480986,0.022770174610665217,0.02251480348045052,2022,5,2,Tuesday
2022-05-25,AAPL,172.51,174.58,169.81,172.41,66460667,-0.005594647594878266,-0.005610356252734449,2022,5,2,Wednesday
2022-05-26,AAPL,171.77,178.21,170.78,174.67,58651335,0.013108288382344346,0.013023118252541578,2022,5,2,Thursday
2022-05-27,AAPL,174.35,173.21,171.1,171.99,50044624,-0.015343218640865519,-0.015462143851900324,2022,5,2,Friday
2022-05-30,AAPL,170.8,172.68,170.66,171.47,85442824,-0.003023431594860182,-0.0030280113976411016,2022,5,2,Monday
2022-05-31,AAPL,170.23,170.63,167.86,168.8,85833151,-0.0155712369510701,-0.015693742028903168,2022,5,2,Tuesday
2022-06-01,AAPL,168.09,170.54,166.25,167.9,133254983,-0.005331753554502439,-0.005346018078361673,2022,6,2,Wednesday
2022-06-02,AAPL,167.98,171.22,169.22,170.4,65465620,0.014889815366289527,0.01478005031172029,2022,6,2,Thursday
2022-06-03,AAPL,169.37,168.3,163.28,165.54,87431603,-0.02852112676056351,-0.02893575693796577,2022,6,2,Friday
2022-06-06,AAPL,165.44,168.82,164.38,166.84,87868414,0.007853086867222414,0.00782241187149477,2022,6,2,Monday
2022-06-07,AAPL,167.74,170.19,165.27,167.59,74134081,0.004495324862143324,0.004485251068037509,2022,6,2,Tuesday
2022-06-08,AAPL,166.48,166.69,165.25,165.98,100015653,-0.009606778447401432,-0.009653221226480171,2022,6,2,Wednesday
2022-06-09,AAPL,165.81,163.15,160.7,162.02,100946976,-0.023858296180262584,-0.02414751476795663,2022,6,2,Thursday
2022-06-10,AAPL,162.87,163.62,160.9,162.29,88256730,0.0016664609307490696,0.0016650739254451784,2022,6,2,Friday
2022-06-13,AAPL,161.95,162.92,158.67,160.91,74094012,-0.008503296567872298,-0.008539655856731743,2022,6,2,Monday
2022-06-14,AAPL,160.44,163.95,160.41,161.62,71863436,0.004412404449692486,0.004402698334242877,2022,6,2,Tuesday
2022-06-15,AAPL,162.58,163.75,158.8,161.75,53074705,0.0008043558965473707,0.0008040325757082813,2022,6,2,Wednesday
2022-06-16,AAPL,161.5,168.14,164.55,166.3,62818605,0.028129829984544052,0.027741452817872048,2022,6,2,Thursday
2022-06-17,AAPL,167.23,167.64,164.18,165.7,66381896,-0.0036079374624174987,-0.0036144617663649453,2022,6,2,Friday
2022-06-20,AAPL,166.06,164.2,161.31,162.91,57101769,-0.016837658418829116,-0.016981023354439174,2022,6,2,Monday
2022-06-21,AAPL,162.63,166.25,161.73,163.48,91286583,0.0034988644036584304,0.0034927576179985694,2022,6,2,Tuesday
2022-06-22,AAPL,163.88,166.18,161.26,164.17,114550410,0.004220699779789561,0.004211817610350263,2022,6,2,Wednesday
2022-06-23,AAPL,164.44,169.34,166.93,168.08,60922825,0.023816775293902914,0.023537580230318385,2022,6,2,Thursday
2022-06-24,AAPL,168.96,173.69,168.82,170.56,87100190,0.0147548786292242,0.014647084440734762,2022,6,2,Friday
2022-06-27,AAPL,170.09,172.94,170.54,171.68,58662066,0.0065666041275798115,0.006545137904908696,2022,6,2,Monday
2022-06-28,AAPL,171.72,177.8,172.33,176.09,73006609,0.025687325256290805,0.025362949090298355,2022,6,2,Tuesday
2022-06-29,AAPL,176.03,173.38,171.43,172.64,65035141,-0.019592253961042694,-0.01978672646286218,2022,6,2,Wednesday
2022-06-30,AAPL,173.26,172.37,169.78,170.85,95831872,-0.010368396663577362,-0.010422522948523666,2022,6,2,Thursday
2022-07-01,AAPL,169.95,170.91,166.62,168.25,65260710,-0.01521802750951129,-0.015335010036463675,2022,7,3,Friday
2022-07-04,AAPL,169.13,168.31,165.74,167.22,108367123,-0.006121842496285335,-0.006140657802925389,2022,7,3,Monday
2022-07-05,AAPL,167.61,164.42,161.32,163.42,74314820,-0.022724554479129355,-0.022986736765350527,2022,7,3,Tuesday
2022-07-06,AAPL,162.32,166.72,163.57,165.27,65834599,0.011320523803696192,0.011256926196173668,2022,7,3,Wednesday
2022-07-07,AAPL,166.29,166.29,163.37,164.72,54928649,-0.003327887698917009,-0.0033334374332009324,2022,7,3,Thursday
2022-07-08,AAPL,166.6,162.06,158.65,160.72,86313670,-0.024283632831471613,-0.02458334221285506,2022,7,3,Friday
2022-07-11,AAPL,161.54,160.23,155.81,158.04,104646934,-0.016674962667994064,-0.016815554963489028,2022,7,3,Monday
2022-07-12,AAPL,159.19,162.28,157.25,158.96,86836150,0.005821311060491219,0.005804432700371628,2022,7,3,Tuesday
2022-07-13,AAPL,159.03,162.2,160.38,161.31,156597079,0.014783593356819225,0.0146753812461349,2022,7,3,Wednesday
2022-07-14,AAPL,159.95,169.17,165.51,166.96,122849849,0.03502572686132299,0.03442628327924897,2022,7,3,Thursday
2022-07-15,AAPL,165.39,176.57,173.87,175.52,72949564,0.051269765213224794,0.049998733757974874,2022,7,3,Friday
2022-07-18,AAPL,175.75,178.53,175.91,176.84,72720142,0.007520510483135734,0.00749237243112225,2022,7,3,Monday
2022-07-19,AAPL,176.31,175.28,173.11,173.97,92105591,-0.01622935987333185,-0.016362498401583568,2022,7,3,Tuesday
2022-07-20,AAPL,173.16,171.42,165.02,167.85,62216539,-0.03517847904811178,-0.035812147130415015,2022,7,3,Wednesday
2022-07-21,AAPL,167.8,170.72,166.66,168.69,113512518,0.005004468275245699,0.004991987546176041,2022,7,3,Thursday
2022-07-22,AAPL,169.22,168.87,164.73,166.45,89166623,-0.013278795423558032,-0.013367746951186104,2022,7,3,Friday
2022-07-25,AAPL,165.22,167.55,163.47,165.35,86397981,-0.006608591168519085,-0.0066305245932321705,2022,7,3,Monday
2022-07-26,AAPL,164.98,165.09,162.18,163.72,98308720,-0.009857877230117884,-0.009906787803599488,2022,7,3,Tuesday
2022-07-27,AAPL,164.98,164.81,161.42,163.4,134138869,-0.001954556559980447,-0.0019564691982997366,2022,7,3,Wednesday
2022-07-28,AAPL,162.5,167.61,164.01,166.46,84209963,0.018727050183598548,0.018553857892046586,2022,7,3,Thursday
2022-07-29,AAPL,167.2,169.22,165.8,166.98,77332516,0.003123873603267935,0.003119004447905217,2022,7,3,Friday
2022-08-01,AAPL,166.57,167.76,165.29,166.61,125793606,-0.002215834231644398,-0.0022182928248769248,2022,8,3,Monday
2022-08-02,AAPL,167.07,164.83,162.5,163.77,106942548,-0.017045795570494016,-0.017192747479201496,2022,8,3,Tuesday
2022-08-03,AAPL,164.69,162.37,155.95,159.24,72655760,-0.02766074372595717,-0.028050506329659514,2022,8,3,Wednesday
2022-08-04,AAPL,159.85,159.69,156.19,158.0,80124571,-0.007786988193921207,-0.00781746510514973,2022,8,3,Thursday
2022-08-05,AAPL,158.74,160.47,155.09,157.93,84829292,-0.00044303797468348005,-0.0004431361450035098,2022,8,3,Friday
2022-08-08,AAPL,157.0,163.82,161.68,162.83,89172305,0.03102640410308366,0.030554814894165668,2022,8,3,Monday
2022-08-09,AAPL,163.75,165.32,161.13,163.26,53252602,0.0026407910090275877,0.0026373102470808136,2022,8,3,Tuesday
2022-08-10,AAPL,162.55,166.96,165.38,166.09,50364232,0.01733431336518443,0.017185788087697586,2022,8,3,Wednesday
2022-08-11,AAPL,166.31,166.37,163.07,164.76,61301825,-0.008007706665061232,-0.008039940543027582,2022,8,3,Thursday
2022-08-12,AAPL,164.97,162.48,160.74,161.54,59895723,-0.01954357853848021,-0.019737079553729737,2022,8,3,Friday
2022-08-15,AAPL,161.94,159.79,157.86,158.98,65948849,-0.015847468119351227,-0.015974381869183655,2022,8,3,Monday
2022-08-16,AAPL,159.26,159.77,154.85,157.11,96779948,-0.011762485847276238,-0.011832211185460425,2022,8,3,Tuesday
2022-08-17,AAPL,156.43,163.94,162.14,162.97,76046719,0.03729870791165424,0.03661993782839138,2022,8,3,Wednesday
2022-08-18,AAPL,161.85,163.44,158.84,160.78,84855093,-0.013438056083941774,-0.013529163888082577,2022,8,3,Thursday
2022-08-19,AAPL,161.5,165.36,161.49,163.16,55408644,0.01480283617365341,0.014694343549542905,2022,8,3,Friday
2022-08-22,AAPL,163.32,162.76,159.32,160.75,69653571,-0.014770777151262515,-0.014880951331628886,2022,8,3,Monday
2022-08-23,AAPL,161.69,164.95,161.82,163.39,95411959,0.016423017107309423,0.016289617925003316,2022,8,3,Tuesday
2022-08-24,AAPL,163.35,165.34,163.66,164.54,95632466,0.007038374441520334,0.007013720698052147,2022,8,3,Wednesday
2022-08-25,AAPL,163.36,166.31,161.35,164.18,64370437,-0.0021879178315302727,-0.002190314820664091,2022,8,3,Thursday
2022-08-26,AAPL,164.98,165.76,161.96,164.14,83975521,-0.00024363503471813708,-0.00024366471855465438,2022,8,3,Friday
2022-08-29,AAPL,163.83,163.94,159.33,162.39,154729896,-0.010661630315584203,-0.010718872724569322,2022,8,3,Monday
2022-08-30,AAPL,162.67,164.8,162.46,163.7,79578762,0.008066999199458191,0.008034634900093098,2022,8,3,Tuesday
2022-08-31,AAPL,163.16,163.92,161.65,162.51,64979416,-0.007269395235186327,-0.007295946039172038,2022,8,3,Wednesday
2022-09-01,AAPL,163.88,160.91,157.1,159.23,75936534,-0.020183373330871945,-0.020389840469582487,2022,9,3,Thursday
2022-09-02,AAPL,158.52,156.83,154.49,155.88,82243122,-0.021038748979463673,-0.021263217397826228,2022,9,3,Friday
2022-09-05,AAPL,155.61,157.37,155.64,156.41,76452995,0.003400051321529318,0.0033942842156416244,2022,9,3,Monday
2022-09-06,AAPL,156.49,162.21,159.19,160.74,79251015,0.027683651940413112,0.027307388098422297,2022,9,3,Tuesday
2022-09-07,AAPL,159.84,164.08,158.09,161.25,51883073,0.003172825681224234,0.0031678028913093965,2022,9,3,Wednesday
2022-09-08,AAPL,161.52,163.16,159.37,160.99,59933612,-0.0016124031007751505,-0.0016137044216788712,2022,9,3,Thursday
2022-09-09,AAPL,162.32,164.78,159.27,161.85,76495052,0.005341946704764178,0.005327729118050309,2022,9,3,Friday
2022-09-12,AAPL,161.45,168.21,164.09,165.56,76130292,0.022922459067037382,0.0226636865082783,2022,9,3,Monday
2022-09-13,AAPL,165.9,167.43,165.32,166.26,67502852,0.0042280744141096616,0.004219161222410365,2022,9,3,Tuesday
2022-09-14,AAPL,163.92,168.27,162.6,165.17,75862505,-0.006555996631781524,-0.0065775815699430735,2022,9,3,Wednesday
2022-09-15,AAPL,165.14,169.97,167.35,168.39,81477840,0.01949506568989534,0.01930747108921876,2022,9,3,Thursday
2022-09-16,AAPL,168.12,171.54,167.39,169.69,104464852,0.007720173406972064,0.007690525362517242,2022,9,3,Friday
2022-09-19,AAPL,168.99,174.99,173.41,174.26,77654004,0.02693146325652651,0.02657519381840595,2022,9,3,Monday
2022-09-20,AAPL,175.23,177.06,171.34,174.89,90175484,0.003615287501434583,0.003608768057959067,2022,9,3,Tuesday
2022-09-21,AAPL,174.6,173.02,170.0,171.36,68002641,-0.02018411572988721,-0.020390598161661097,2022,9,3,Wednesday
2022-09-22,AAPL,171.2,168.18,166.58,167.49,94978956,-0.02258403361344541,-0.022842958709059898,2022,9,3,Thursday
2022-09-23,AAPL,167.17,173.6,170.75,172.34,89545396,0.028956952653889756,0.028545621821241957,2022,9,3,Friday
2022-09-26,AAPL,170.66,178.38,176.89,177.55,103727963,0.030230938841824262,0.029782989577476104,2022,9,3,Monday
2022-09-27,AAPL,176.52,178.48,176.34,177.09,99093591,-0.00259081948746831,-0.002594181468389202,2022,9,3,Tuesday
2022-09-28,AAPL,177.96,177.89,173.58,176.02,95454273,-0.006042125472923376,-0.006060452975042023,2022,9,3,Wednesday
2022-09-29,AAPL,174.12,182.45,178.19,180.53,77672511,0.02562208839904545,0.025299344002900934,2022,9,3,Thursday
2022-09-30,AAPL,179.82,180.89,175.5,177.24,86099913,-0.01822411787514533,-0.018392222617277895,2022,9,3,Friday
2022-10-03,AAPL,176.88,175.6,173.12,174.64,110065903,-0.01466937485894848,-0.014778034089600453,2022,10,4,Monday
2022-10-04,AAPL,176.2,179.54,173.78,176.64,65785816,0.011452130096197832,0.011387050847041974,2022,10,4,Tuesday
2022-10-05,AAPL,177.34,177.05,173.3,175.54,66254560,-0.006227355072463747,-0.006246825924758923,2022,10,4,Wednesday
2022-10-06,AAPL,175.04,177.32,173.3,175.6,84475035,0.0003418024381907081,0.00034174403704472194,2022,10,4,Thursday
2022-10-07,AAPL,176.77,177.6,172.91,175.2,90614164,-0.002277904328018221,-0.0022805026987252177,2022,10,4,Friday
2022-10-10,AAPL,174.53,178.69,174.19,176.28,62476762,0.006164383561643838,0.0061454614714951845,2022,10,4,Monday
2022-10-11,AAPL,177.19,183.11,176.83,180.64,78225670,0.0247333787156796,0.02443246042756564,2022,10,4,Tuesday
2022-10-12,AAPL,179.38,182.64,179.91,181.0,77775541,0.0019929140832595227,0.001990930864473861,2022,10,4,Wednesday
2022-10-13,AAPL,181.99,184.06,181.47,183.07,41158999,0.011436464088397713,0.011371562097097495,2022,10,4,Thursday
2022-10-14,AAPL,182.69,179.26,175.46,176.88,74899591,-0.03381220298246568,-0.03439705681373242,2022,10,4,Friday
2022-10-17,AAPL,175.95,179.73,173.44,176.81,76312082,-0.00039574853007684485,-0.00039582685919281054,2022,10,4,Monday
2022-10-18,AAPL,176.61,175.28,173.82,174.37,76244002,-0.013800124427351346,-0.013896231360595594,2022,10,4,Tuesday
2022-10-19,AAPL,174.62,172.75,169.58,170.87,122339616,-0.020072260136491327,-0.020276444869220308,2022,10,4,Wednesday
2022-10-20,AAPL,170.44,170.28,166.83,168.41,55550201,-0.01439690993152698,-0.014501550992219165,2022,10,4,Thursday
2022-10-21,AAPL,168.89,170.21,165.32,167.53,62467090,-0.0052253429131285944,-0.0052390427625218635,2022,10,4,Friday
2022-10-24,AAPL,167.04,173.52,167.75,170.24,36538551,0.016176207246463292,0.016046766447838548,2022,10,4,Monday
2022-10-25,AAPL,170.78,168.62,165.17,166.52,69251972,-0.021851503759398483,-0.02209378382650486,2022,10,4,Tuesday
2022-10-26,AAPL,166.89,168.07,164.65,166.68,71046427,0.0009608455440788255,0.0009603842274780554,2022,10,4,Wednesday
2022-10-27,AAPL,166.63,166.67,164.15,165.39,68650847,-0.007739380849532185,-0.0077694852845509475,2022,10,4,Thursday
2022-10-28,AAPL,165.02,167.04,161.28,164.54,111534040,-0.00513936755547495,-0.0051526195289176725,2022,10,4,Friday
2022-10-31,AAPL,164.67,168.45,165.48,167.45,103566290,0.017685669138203464,0.017531097499429334,2022,10,4,Monday
2022-11-01,AAPL,167.92,170.86,166.47,169.07,81890554,0.009674529710361313,0.009628031108661454,2022,11,4,Tuesday
2022-11-02,AAPL,170.84,174.58,171.9,173.03,71581933,0.023422251138581762,0.02315215951968207,2022,11,4,Wednesday
2022-11-03,AAPL,173.86,175.01,171.01,172.66,108840502,-0.0021383575102583707,-0.0021406470611804325,2022,11,4,Thursday
2022-11-04,AAPL,173.52,172.51,167.65,170.7,79527213,-0.011351789644387877,-0.011416713006981737,2022,11,4,Friday
