date,ticker,open,high,low,close,volume
2022-03-25,AAPL,191.98,195.63,193.79,195.0,104431765
2022-03-28,AAPL,194.61,193.89,186.19,189.59,101397587
2022-03-29,AAPL,189.95,190.17,186.66,188.6,52221694
2022-03-30,AAPL,189.4,191.19,186.79,189.2,52026852
2022-03-31,AAPL,189.09,194.99,187.6,191.19,63775201
2022-04-01,AAPL,192.92,195.25,191.09,193.6,58273474
2022-04-04,AAPL,193.84,197.34,195.13,196.32,100343787
2022-04-05,AAPL,196.59,196.96,193.46,195.25,88891767
2022-04-06,AAPL,194.34,196.32,191.47,193.8,111250212
2022-04-07,AAPL,194.22,199.03,194.91,196.74,90104731
2022-04-08,AAPL,196.61,197.99,193.72,196.19,85167636
2022-04-11,AAPL,195.58,196.21,190.08,192.07,114657058
2022-04-12,AAPL,191.3,190.95,186.71,188.48,92106437
2022-04-13,AAPL,191.05,187.25,184.3,185.64,81651233
2022-04-14,AAPL,185.39,188.63,185.49,187.3,124731389
2022-04-15,AAPL,185.91,188.96,185.88,187.84,82812655
2022-04-18,AAPL,187.17,191.61,188.82,190.15,73019348
2022-04-19,AAPL,190.1,189.87,187.52,188.86,62220196
2022-04-20,AAPL,189.38,192.15,186.42,189.45,98783864
2022-04-21,AAPL,189.99,193.55,189.76,191.56,115947997
2022-04-22,AAPL,192.23,192.85,187.42,190.64,78795068
2022-04-25,AAPL,190.02,193.95,190.68,192.22,118439386
2022-04-26,AAPL,192.55,191.57,189.44,190.15,44301658
2022-04-27,AAPL,189.3,192.17,186.92,189.07,78680128
2022-04-28,AAPL,188.47,190.7,184.95,187.93,79043486
2022-04-29,AAPL,187.05,186.1,182.36,184.23,64323711
2022-05-02,AAPL,183.11,187.14,184.39,185.84,163560826
2022-05-03,AAPL,186.85,185.91,183.63,184.45,78427046
2022-05-04,AAPL,185.1,187.1,182.41,184.57,70789267
2022-05-05,AAPL,185.49,188.45,184.69,186.17,80625523
2022-05-06,AAPL,186.21,188.85,185.99,187.67,43867885
2022-05-09,AAPL,188.42,190.53,188.74,189.89,63692464
2022-05-10,AAPL,188.19,191.22,187.54,189.66,107447099
2022-05-11,AAPL,190.5,191.5,185.05,188.39,66243876
2022-05-12,AAPL,188.56,190.59,186.15,188.22,62387447
2022-05-13,AAPL,188.82,185.04,181.12,182.97,118496606
2022-05-16,AAPL,183.33,179.53,177.3,178.61,119594033
2022-05-17,AAPL,177.71,176.32,173.17,174.71,93421711
2022-05-18,AAPL,173.38,173.68,170.45,171.85,69790048
2022-05-19,AAPL,171.23,175.03,170.93,173.1,74454285
2022-05-20,AAPL,173.6,173.66,168.85,170.53,62851930
2022-05-23,AAPL,171.13,172.57,167.61,169.52,59358462
2022-05-24,AAPL,168.33,176.35,171.18,173.38,58480986
2022-05-25,AAPL,172.51,174.58,169.81,172.41,66460667
2022-05-26,AAPL,171.77,178.21,170.78,174.67,58651335
2022-05-27,AAPL,174.35,173.21,171.1,171.99,50044624
2022-05-30,AAPL,170.8,172.68,170.66,171.47,85442824
2022-05-31,AAPL,170.23,170.63,167.86,168.8,85833151
2022-06-01,AAPL,168.09,170.54,166.25,167.9,133254983
2022-06-02,AAPL,167.98,171.22,169.22,170.4,65465620
2022-06-03,AAPL,169.37,168.3,163.28,165.54,87431603
2022-06-06,AAPL,165.44,168.82,164.38,166.84,87868414
2022-06-07,AAPL,167.74,170.19,165.27,167.59,74134081
2022-06-08,AAPL,166.48,166.69,165.25,165.98,100015653
2022-06-09,AAPL,165.81,163.15,160.7,162.02,100946976
2022-06-10,AAPL,162.87,163.62,160.9,162.29,88256730
2022-06-13,AAPL,161.95,162.92,158.67,160.91,74094012
2022-06-14,AAPL,160.44,163.95,160.41,161.62,71863436
2022-06-15,AAPL,162.58,163.75,158.8,161.75,53074705
2022-06-16,AAPL,161.5,168.14,164.55,166.3,62818605
2022-06-17,AAPL,167.23,167.64,164.18,165.7,66381896
2022-06-20,AAPL,166.06,164.2,161.31,162.91,57101769
2022-06-21,AAPL,162.63,166.25,161.73,163.48,91286583
2022-06-22,AAPL,163.88,166.18,161.26,164.17,114550410
2022-06-23,AAPL,164.44,169.34,166.93,168.08,60922825
2022-06-24,AAPL,168.96,173.69,168.82,170.56,87100190
2022-06-27,AAPL,170.09,172.94,170.54,171.68,58662066
2022-06-28,AAPL,171.72,177.8,172.33,176.09,73006609
2022-06-29,AAPL,176.03,173.38,171.43,172.64,65035141
2022-06-30,AAPL,173.26,172.37,169.78,170.85,95831872
2022-07-01,AAPL,169.95,170.91,166.62,168.25,65260710
2022-07-04,AAPL,169.13,168.31,165.74,167.22,108367123
2022-07-05,AAPL,167.61,164.42,161.32,163.42,74314820
2022-07-06,AAPL,162.32,166.72,163.57,165.27,65834599
2022-07-07,AAPL,166.29,166.29,163.37,164.72,54928649
2022-07-08,AAPL,166.6,162.06,158.65,160.72,86313670
2022-07-11,AAPL,161.54,160.23,155.81,158.04,104646934
2022-07-12,AAPL,159.19,162.28,157.25,158.96,86836150
2022-07-13,AAPL,159.03,162.2,160.38,161.31,156597079
2022-07-14,AAPL,159.95,169.17,165.51,166.96,122849849
2022-07-15,AAPL,165.39,176.57,173.87,175.52,72949564
2022-07-18,AAPL,175.75,178.53,175.91,176.84,72720142
2022-07-19,AAPL,176.31,175.28,173.11,173.97,92105591
2022-07-20,AAPL,173.16,171.42,165.02,167.85,62216539
2022-07-21,AAPL,167.8,170.72,166.66,168.69,113512518
2022-07-22,AAPL,169.22,168.87,164.73,166.45,89166623
2022-07-25,AAPL,165.22,167.55,163.47,165.35,86397981
2022-07-26,AAPL,164.98,165.09,162.18,163.72,98308720
2022-07-27,AAPL,164.98,164.81,161.42,163.4,134138869
2022-07-28,AAPL,162.5,167.61,164.01,166.46,84209963
2022-07-29,AAPL,167.2,169.22,165.8,166.98,77332516
2022-08-01,AAPL,166.57,167.76,165.29,166.61,125793606
2022-08-02,AAPL,167.07,164.83,162.5,163.77,106942548
2022-08-03,AAPL,164.69,162.37,155.95,159.24,72655760
2022-08-04,AAPL,159.85,159.69,156.19,158.0,80124571
2022-08-05,AAPL,158.74,160.47,155.09,157.93,84829292
2022-08-08,AAPL,157.0,163.82,161.68,162.83,89172305
2022-08-09,AAPL,163.75,165.32,161.13,163.26,53252602
2022-08-10,AAPL,162.55,166.96,165.38,166.09,50364232
2022-08-11,AAPL,166.31,166.37,163.07,164.76,61301825
2022-08-12,AAPL,164.97,162.48,160.74,161.54,59895723
2022-08-15,AAPL,161.94,159.79,157.86,158.98,65948849
2022-08-16,AAPL,159.26,159.77,154.85,157.11,96779948
2022-08-17,AAPL,156.43,163.94,162.14,162.97,76046719
2022-08-18,AAPL,161.85,163.44,158.84,160.78,84855093
2022-08-19,AAPL,161.5,165.36,161.49,163.16,55408644
2022-08-22,AAPL,163.32,162.76,159.32,160.75,69653571
2022-08-23,AAPL,161.69,164.95,161.82,163.39,95411959
2022-08-24,AAPL,163.35,165.34,163.66,164.54,95632466
2022-08-25,AAPL,163.36,166.31,161.35,164.18,64370437
2022-08-26,AAPL,164.98,165.76,161.96,164.14,83975521
2022-08-29,AAPL,163.83,163.94,159.33,162.39,154729896
2022-08-30,AAPL,162.67,164.8,162.46,163.7,79578762
2022-08-31,AAPL,163.16,163.92,161.65,162.51,64979416
2022-09-01,AAPL,163.88,160.91,157.1,159.23,75936534
2022-09-02,AAPL,158.52,156.83,154.49,155.88,82243122
2022-09-05,AAPL,155.61,157.37,155.64,156.41,76452995
2022-09-06,AAPL,156.49,162.21,159.19,160.74,79251015
2022-09-07,AAPL,159.84,164.08,158.09,161.25,51883073
2022-09-08,AAPL,161.52,163.16,159.37,160.99,59933612
2022-09-09,AAPL,162.32,164.78,159.27,161.85,76495052
2022-09-12,AAPL,161.45,168.21,164.09,165.56,76130292
2022-09-13,AAPL,165.9,167.43,165.32,166.26,67502852
2022-09-14,AAPL,163.92,168.27,162.6,165.17,75862505
2022-09-15,AAPL,165.14,169.97,167.35,168.39,81477840
2022-09-16,AAPL,168.12,171.54,167.39,169.69,104464852
2022-09-19,AAPL,168.99,174.99,173.41,174.26,77654004
2022-09-20,AAPL,175.23,177.06,171.34,174.89,90175484
2022-09-21,AAPL,174.6,173.02,170.0,171.36,68002641
2022-09-22,AAPL,171.2,168.18,166.58,167.49,94978956
2022-09-23,AAPL,167.17,173.6,170.75,172.34,89545396
2022-09-26,AAPL,170.66,178.38,176.89,177.55,103727963
2022-09-27,AAPL,176.52,178.48,176.34,177.09,99093591
2022-09-28,AAPL,177.96,177.89,173.58,176.02,95454273
2022-09-29,AAPL,174.12,182.45,178.19,180.53,77672511
2022-09-30,AAPL,179.82,180.89,175.5,177.24,86099913
2022-10-03,AAPL,176.88,175.6,173.12,174.64,110065903
2022-10-04,AAPL,176.2,179.54,173.78,176.64,65785816
2022-10-05,AAPL,177.34,177.05,173.3,175.54,66254560
2022-10-06,AAPL,175.04,177.32,173.3,175.6,84475035
2022-10-07,AAPL,176.77,177.6,172.91,175.2,90614164
2022-10-10,AAPL,174.53,178.69,174.19,176.28,62476762
2022-10-11,AAPL,177.19,183.11,176.83,180.64,78225670
2022-10-12,AAPL,179.38,182.64,179.91,181.0,77775541
2022-10-13,AAPL,181.99,184.06,181.47,183.07,41158999
2022-10-14,AAPL,182.69,179.26,175.46,176.88,74899591
2022-10-17,AAPL,175.95,179.73,173.44,176.81,76312082
2022-10-18,AAPL,176.61,175.28,173.82,174.37,76244002
2022-10-19,AAPL,174.62,172.75,169.58,170.87,122339616
2022-10-20,AAPL,170.44,170.28,166.83,168.41,55550201
2022-10-21,AAPL,168.89,170.21,165.32,167.53,62467090
2022-10-24,AAPL,167.04,173.52,167.75,170.24,36538551
2022-10-25,AAPL,170.78,168.62,165.17,166.52,69251972
2022-10-26,AAPL,166.89,168.07,164.65,166.68,71046427
2022-10-27,AAPL,166.63,166.67,164.15,165.39,68650847
2022-10-28,AAPL,165.02,167.04,161.28,164.54,111534040
2022-10-31,AAPL,164.67,168.45,165.48,167.45,103566290
2022-11-01,AAPL,167.92,170.86,166.47,169.07,81890554
2022-11-02,AAPL,170.84,174.58,171.9,173.03,71581933
2022-11-03,AAPL,173.86,175.01,171.01,172.66,108840502
2022-11-04,AAPL,173.52,172.51,167.65,170.7,79527213
2022-11-07,AAPL,173.39,172.44,168.9,170.13,62586251
2022-11-08,AAPL,170.58,173.71,168.41,170.91,47806041
2022-11-09,AAPL,171.33,173.49,169.27,171.5,70079638
2022-11-10,AAPL,172.12,170.5,165.58,168.44,100325481
2022-11-11,AAPL,167.58,170.23,167.43,168.78,158378579
2022-11-14,AAPL,168.4,171.27,167.69,169.51,81492397
2022-11-15,AAPL,169.07,179.35,175.32,177.01,63587695
2022-11-16,AAPL,177.59,183.89,181.54,182.83,56066420
2022-11-17,AAPL,182.67,181.28,179.67,180.28,94406799
2022-11-18,AAPL,180.4,181.96,177.84,179.48,47117374
2022-11-21,AAPL,180.48,177.78,172.73,175.15,94361218
2022-11-22,AAPL,175.92,174.92,171.74,173.47,102241750
2022-11-23,AAPL,173.33,175.28,173.6,174.49,91186829
2022-11-24,AAPL,173.89,179.66,176.86,178.18,74898070
2022-11-25,AAPL,179.21,177.66,174.5,176.06,94775300
2022-11-28,AAPL,176.76,176.65,171.09,174.2,84209534
2022-11-29,AAPL,172.77,170.52,165.48,168.02,63344588
2022-11-30,AAPL,167.76,169.33,166.12,167.64,139372517
2022-12-01,AAPL,167.78,166.73,162.99,164.71,71989683
2022-12-02,AAPL,165.36,164.02,162.35,163.3,100962819
2022-12-05,AAPL,164.06,161.93,160.01,160.96,38723333
2022-12-06,AAPL,161.19,161.43,159.53,160.77,117327350
2022-12-07,AAPL,161.25,156.85,154.56,156.11,124294749
2022-12-08,AAPL,156.16,154.18,149.74,152.33,80719224
2022-12-09,AAPL,151.81,161.07,154.76,158.02,94600044
2022-12-12,AAPL,157.81,155.92,153.22,154.67,94592783
2022-12-13,AAPL,154.68,152.94,150.55,151.88,65969437
2022-12-14,AAPL,151.85,158.95,153.98,156.77,94270030
2022-12-15,AAPL,155.26,166.74,161.92,164.78,62767504
2022-12-16,AAPL,164.45,164.23,159.78,161.6,66646301
2022-12-19,AAPL,161.65,161.55,159.4,160.67,112180544
2022-12-20,AAPL,160.44,163.85,159.95,161.68,107170812
2022-12-21,AAPL,161.47,167.77,165.42,166.58,64722829
2022-12-22,AAPL,166.99,166.92,161.71,163.88,64196823
2022-12-23,AAPL,162.97,164.69,162.25,163.27,65913788
2022-12-26,AAPL,161.91,168.11,163.37,165.52,99665392
2022-12-27,AAPL,165.22,167.41,165.82,166.82,59265728
2022-12-28,AAPL,167.47,167.88,164.12,165.83,89035968
2022-12-29,AAPL,167.26,168.08,162.93,165.53,100091090
2022-12-30,AAPL,166.19,164.12,159.94,161.77,77909897
2023-01-02,AAPL,160.56,163.24,159.64,161.19,108315226
2023-01-03,AAPL,161.0,164.17,158.54,160.54,73020015
2023-01-04,AAPL,160.75,163.15,158.17,161.24,75028643
2023-01-05,AAPL,161.39,160.91,158.79,159.8,59671395
2023-01-06,AAPL,160.24,162.6,159.04,161.16,108546628
2023-01-09,AAPL,160.41,165.43,161.95,164.03,63565476
2023-01-10,AAPL,164.09,166.7,162.39,164.54,88850766
2023-01-11,AAPL,164.9,167.57,163.78,165.6,78306594
2023-01-12,AAPL,166.3,167.53,164.81,165.83,58334385
2023-01-13,AAPL,165.15,168.6,162.46,165.9,66639379
2023-01-16,AAPL,165.61,166.88,160.84,163.95,121132901
2023-01-17,AAPL,161.69,168.1,161.85,164.91,84989175
2023-01-18,AAPL,164.39,168.42,161.6,164.71,59102990
2023-01-19,AAPL,164.27,172.55,167.76,170.76,87673976
2023-01-20,AAPL,169.87,177.99,172.04,175.47,76569009
2023-01-23,AAPL,175.62,179.83,174.39,176.71,225482050
2023-01-24,AAPL,176.66,176.03,172.24,174.51,87144162
2023-01-25,AAPL,172.49,172.96,169.25,171.31,71367257
2023-01-26,AAPL,171.5,176.67,173.67,174.9,122490687
2023-01-27,AAPL,174.07,178.8,172.82,175.76,46049448
2023-01-30,AAPL,176.2,179.15,175.99,177.28,82296014
2023-01-31,AAPL,176.12,173.78,170.81,172.18,145526060
2023-02-01,AAPL,172.2,176.67,173.59,174.99,77259265
2023-02-02,AAPL,174.74,177.86,175.12,176.43,47562104
2023-02-03,AAPL,176.7,174.47,171.65,173.21,71040578
2023-02-06,AAPL,173.32,174.54,169.59,171.9,123764683
2023-02-07,AAPL,171.68,175.39,170.34,172.75,89554512
2023-02-08,AAPL,171.4,174.21,172.1,172.98,62200920
2023-02-09,AAPL,171.68,172.9,171.46,172.2,65134462
2023-02-10,AAPL,171.69,173.74,170.15,171.98,67634388
2023-02-13,AAPL,171.97,173.46,168.07,171.32,89155853
2023-02-14,AAPL,170.79,174.06,170.16,171.84,119520209
2023-02-15,AAPL,172.39,177.02,175.15,176.28,109700457
2023-02-16,AAPL,176.03,170.61,166.5,168.82,91728239
2023-02-17,AAPL,167.99,169.45,167.17,168.22,53652775
2023-02-20,AAPL,167.98,170.29,167.31,168.8,53712560
2023-02-21,AAPL,169.0,171.99,167.08,169.73,93878579
2023-02-22,AAPL,170.01,170.1,167.63,168.74,53430690
2023-02-23,AAPL,170.35,164.91,162.76,163.84,74765498
2023-02-24,AAPL,163.28,165.81,163.24,164.83,87643002
2023-02-27,AAPL,164.77,171.59,167.81,169.82,56868889
2023-02-28,AAPL,170.19,167.51,162.17,165.53,58835648
2023-03-01,AAPL,165.51,171.22,164.68,168.05,77772687
2023-03-02,AAPL,167.62,167.9,166.44,167.19,93048579
2023-03-03,AAPL,165.87,167.75,165.85,167.09,110000209
2023-03-06,AAPL,166.66,165.72,161.18,164.2,95980271
2023-03-07,AAPL,163.3,164.68,162.43,163.34,81787433
2023-03-08,AAPL,161.9,168.67,164.3,167.07,63954264
2023-03-09,AAPL,166.39,171.55,167.03,168.81,58018071
2023-03-10,AAPL,167.91,174.65,172.76,173.94,68632316
2023-03-13,AAPL,174.45,180.4,175.45,177.53,90469005
2023-03-14,AAPL,178.08,180.06,177.62,178.95,88500990
2023-03-15,AAPL,178.12,186.11,182.98,184.42,42608596
2023-03-16,AAPL,184.17,187.26,183.76,185.88,63201215
2023-03-17,AAPL,184.12,191.1,185.88,188.6,114821517
2023-03-20,AAPL,188.13,190.95,185.53,187.74,81923931
2023-03-21,AAPL,188.12,189.48,184.96,188.04,52296213
2023-03-22,AAPL,188.83,188.24,181.53,185.9,162190730
2023-03-23,AAPL,185.23,193.4,184.96,189.14,79308405
2023-03-24,AAPL,190.16,187.56,184.0,185.47,89776820
2023-03-27,AAPL,184.04,188.78,186.75,188.04,90186888
2023-03-28,AAPL,186.85,189.45,185.93,187.52,71646764
2023-03-29,AAPL,188.2,194.98,188.45,191.38,64312533
2023-03-30,AAPL,193.01,195.83,191.83,193.92,151188761
2023-03-31,AAPL,194.41,202.3,197.78,200.11,108092613
2023-04-03,AAPL,200.07,205.38,200.7,202.71,102371442
2023-04-04,AAPL,200.44,198.41,196.57,197.45,95098518
2023-04-05,AAPL,195.41,199.44,194.15,197.31,59206504
2023-04-06,AAPL,197.44,195.17,191.53,193.51,117364642
2023-04-07,AAPL,193.15,194.33,189.22,191.89,62121170
2023-04-10,AAPL,190.81,199.26,193.13,196.98,87096149
2023-04-11,AAPL,197.04,201.08,196.92,199.22,48921142
2023-04-12,AAPL,199.33,198.61,195.56,196.95,43370044
2023-04-13,AAPL,197.9,195.56,191.87,193.67,88015593
2023-04-14,AAPL,193.81,195.51,190.18,193.87,62758677
2023-04-17,AAPL,195.08,192.6,187.79,189.98,44047842
2023-04-18,AAPL,189.99,190.11,186.33,187.91,94086021
2023-04-19,AAPL,187.8,192.21,186.89,189.0,151116470
2023-04-20,AAPL,190.02,194.27,191.32,192.83,121376187
2023-04-21,AAPL,191.87,198.69,192.57,194.93,74056718
2023-04-24,AAPL,197.73,188.76,186.53,187.56,80212569
2023-04-25,AAPL,187.92,189.42,186.99,188.62,104411363
2023-04-26,AAPL,188.99,190.98,187.66,188.94,112018612
2023-04-27,AAPL,189.44,191.41,189.34,190.36,72165776
2023-04-28,AAPL,192.18,196.52,194.78,195.75,80824484
2023-05-01,AAPL,196.54,189.6,188.08,189.09,87550089
2023-05-02,AAPL,187.54,188.71,185.65,187.28,94461234
2023-05-03,AAPL,188.62,191.83,186.77,189.26,76869079
2023-05-04,AAPL,188.93,185.12,183.68,184.32,77169249
2023-05-05,AAPL,184.42,190.85,186.25,189.09,121022482
2023-05-08,AAPL,187.85,193.9,186.91,190.36,114994332
2023-05-09,AAPL,190.87,194.86,192.33,193.21,92318984
2023-05-10,AAPL,192.57,192.32,190.35,191.43,133989220
2023-05-11,AAPL,191.52,198.16,190.29,194.18,71242739
2023-05-12,AAPL,193.9,199.63,196.08,197.83,130180073
2023-05-15,AAPL,199.78,201.67,196.85,198.71,94139833
2023-05-16,AAPL,200.72,203.59,196.53,199.59,213435455
2023-05-17,AAPL,199.64,201.27,199.66,200.6,55940132
2023-05-18,AAPL,200.67,199.99,196.26,197.77,65054349
2023-05-19,AAPL,197.39,201.07,194.75,197.36,90709852
2023-05-22,AAPL,198.47,198.9,195.83,196.94,90124932
2023-05-23,AAPL,196.61,202.1,195.5,198.31,143605266
2023-05-24,AAPL,197.89,204.05,199.29,201.81,65464907
2023-05-25,AAPL,202.81,200.11,195.39,198.3,104951904
2023-05-26,AAPL,197.75,200.54,196.6,197.96,113382327
2023-05-29,AAPL,197.93,205.09,200.79,203.11,98831955
2023-05-30,AAPL,201.47,202.19,199.6,200.64,59963001
2023-05-31,AAPL,201.37,199.22,196.29,197.95,122040661
2023-06-01,AAPL,199.91,201.63,196.28,198.72,115679578
2023-06-02,AAPL,199.45,202.53,200.26,201.68,95765451
2023-06-05,AAPL,203.19,203.1,200.99,201.81,85057792
2023-06-06,AAPL,200.94,207.41,205.51,206.52,85614874
2023-06-07,AAPL,206.77,211.26,208.29,209.65,78132483
2023-06-08,AAPL,208.64,216.78,210.8,212.77,96956475
2023-06-09,AAPL,212.52,216.84,213.31,214.88,80750737
2023-06-12,AAPL,215.72,227.46,219.2,223.66,62020758
2023-06-13,AAPL,223.77,224.11,221.28,222.98,58407782
2023-06-14,AAPL,221.37,219.34,213.8,215.6,63842285
2023-06-15,AAPL,214.16,224.29,218.78,221.67,85512820
2023-06-16,AAPL,220.11,221.87,217.52,220.05,79355668
2023-06-19,AAPL,220.6,223.07,216.15,220.55,85338847
2023-06-20,AAPL,222.87,228.54,221.26,225.62,92969415
2023-06-21,AAPL,227.19,222.94,215.8,219.65,66276166
2023-06-22,AAPL,217.53,217.08,213.65,215.12,124179076
2023-06-23,AAPL,216.68,211.2,207.78,209.44,73826178
2023-06-26,AAPL,210.44,208.74,203.24,206.72,70245660
2023-06-27,AAPL,205.09,210.5,207.24,208.37,92456892
2023-06-28,AAPL,208.05,212.91,207.89,210.33,46112016
2023-06-29,AAPL,211.5,214.52,209.82,211.41,63109183
2023-06-30,AAPL,212.01,208.34,203.33,206.49,107377264
2023-07-03,AAPL,205.11,201.84,195.81,198.62,47503341
2023-07-04,AAPL,199.24,202.45,195.87,198.89,111865683
2023-07-05,AAPL,196.73,198.12,196.24,197.39,125884850
2023-07-06,AAPL,197.17,200.15,197.68,199.03,71606799
2023-07-07,AAPL,200.19,204.85,199.76,201.51,87319208
2023-07-10,AAPL,201.53,203.6,199.46,202.08,111916466
2023-07-11,AAPL,201.56,205.84,202.77,204.8,69546102
2023-07-12,AAPL,205.73,207.94,204.43,205.69,103788927
2023-07-13,AAPL,206.72,210.17,204.17,207.65,65410447
2023-07-14,AAPL,209.04,207.26,202.58,205.27,69320865
2023-07-17,AAPL,206.18,207.02,202.12,204.73,62942757
2023-07-18,AAPL,205.86,207.78,203.61,205.51,88661060
2023-07-19,AAPL,206.28,209.83,207.2,208.5,113229569
2023-07-20,AAPL,208.78,209.16,205.6,207.2,75701104
2023-07-21,AAPL,207.29,211.34,207.94,209.14,54633753
2023-07-24,AAPL,208.88,210.71,206.66,208.29,57813053
2023-07-25,AAPL,207.0,211.38,204.99,207.96,90053727
2023-07-26,AAPL,206.95,212.04,210.07,211.01,139109523
2023-07-27,AAPL,210.71,205.26,203.4,204.07,90030106
2023-07-28,AAPL,204.32,201.27,198.11,199.71,71233105
2023-07-31,AAPL,201.18,196.94,191.32,194.83,100673421
2023-08-01,AAPL,194.79,190.39,184.92,187.33,74453669
2023-08-02,AAPL,188.29,186.45,183.66,185.27,71417366
2023-08-03,AAPL,186.29,189.82,185.07,187.73,60008661
2023-08-04,AAPL,187.51,188.29,184.47,186.9,122065927
2023-08-07,AAPL,187.47,189.85,186.34,187.62,37347435
2023-08-08,AAPL,187.38,193.19,187.52,191.21,101634637
2023-08-09,AAPL,192.5,196.48,194.3,195.67,69609646
2023-08-10,AAPL,196.3,196.5,193.78,195.53,70733862
2023-08-11,AAPL,194.34,202.41,197.67,200.17,132916509
2023-08-14,AAPL,200.33,201.83,199.08,200.57,64572414
2023-08-15,AAPL,202.26,200.43,195.57,197.83,65235636
2023-08-16,AAPL,197.64,197.05,194.36,195.92,76930957
2023-08-17,AAPL,196.37,191.8,189.86,191.14,90575236
2023-08-18,AAPL,191.67,189.78,186.54,188.36,70068259
2023-08-21,AAPL,187.36,188.92,185.5,187.3,49892413
2023-08-22,AAPL,187.79,191.35,189.16,189.96,61702051
2023-08-23,AAPL,188.61,196.49,194.43,195.69,117498643
2023-08-24,AAPL,195.07,193.01,189.21,191.23,81814923
2023-08-25,AAPL,192.28,193.88,191.32,192.6,91592814
2023-08-28,AAPL,192.95,190.92,187.86,189.31,73965611
2023-08-29,AAPL,189.01,191.79,189.81,190.93,65639478
2023-08-30,AAPL,191.36,192.68,189.33,190.59,132329823
2023-08-31,AAPL,190.53,186.1,183.79,184.83,75608527
2023-09-01,AAPL,184.84,190.17,186.42,187.85,70036439
2023-09-04,AAPL,188.48,187.39,184.35,186.01,111148744
